"PID","小票数","平均每单金额","年龄","性别.男性为1","香烟购买量","鲜食购买量","包装水购买量","茶饮料购买量","碳酸饮料购买量","冰淇淋购买量","酸奶/酸味奶购买量","肉食小食购买量","即食类主食购买量","啤酒购买量","牛奶购买量","糖果购买量","功能性饮料购买量","膨化食品购买量","糕点购买量","饼干购买量","熟食肉制品购买量","果蔬汁购买量","亚洲传统饮料购买量","卫生用品购买量"
"109ae0b7-3d46-4109-9706-b9faadff1616",4,12.125,28,"1",1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"10a5b82f-2ea3-11e8-8b1a-0a58ac130032",3,3.33333333333333,35,"0",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10ad4b44-35e5-48b6-b3cf-6e0973021fdd",4,5.375,24,"0",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"11508747-869a-4471-82de-35afa0e7ba58",8,17.375,35,"1",8,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0
"115524e9-8ce7-11e8-ba40-0a58ac1305b1",2,4.5,24,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1253d49e-0cb1-11e8-8153-0a58ac13025e",2,25.15,31,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126d1e4b-7202-11e8-9723-0a58ac13065a",2,17.35,24,"0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"128fafa2-dfd5-4255-9c9f-c031e0d6a160",3,11.3333333333333,43,"1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129b34cf-0b43-11e8-b00c-0a58ac130255",2,15,53,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12ae206a-695d-11e8-8d33-0a58ac1303bc",4,3.125,63,"1",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12b57fe8-be5b-4951-a046-8cf792a3d87d",2,3.5,37,"1",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"12d4a476-e6af-450c-bb33-4eadc87f56f0",3,2.66666666666667,28,"0",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"131d6e1b-4fef-11e8-83a9-0a58ac130356",2,5,21,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135b59d1-2bfe-42b8-b846-29197d2598c8",2,4,28,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13c35e12-2adc-4290-9f45-5af01465f9b0",5,5.86,23,"0",0,0,1,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"13d0a8f0-e1e1-4ab2-b6ff-cbfc3b5c11ee",3,5.93333333333333,7,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13d2eddf-46f7-11e8-bef9-0a58ac13033c",2,16,29,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141c1f3e-1c3f-11e8-bb95-0a58ac130020",2,10.25,22,"0",0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
"142f88a9-8c2d-11e8-b8a4-0a58ac1305b1",3,11.8222222222222,38,"1",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0
"1470c93f-60d7-4714-8d74-838119cfd6be",2,5.25,42,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"147de672-384f-4ad2-9380-5a7aa3af80e6",2,32.5,34,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14af1cbc-c4be-4a29-a48b-2204aa3dd316",2,23.5,55,"0",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"14b67bdb-9270-11e8-8161-0a58ac1305b1",2,5.95,25,"1",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"14cb51f7-17ab-11e8-a712-0a58ac13001a",2,4.25,26,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1569493e-4885-11e8-b501-0a58ac130522",2,3.5,42,"0",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1573c02f-52b5-4912-812b-52462d677215",4,35.125,36,"1",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15f5775f-4ed5-4a0d-b2d1-f9e9e898b64a",2,8.5,27,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1648c165-1bf5-470d-86a5-efcb5978c144",3,7.6,25,"0",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1678fa50-6be7-11e8-8e4a-0a58ac1303bc",5,11,17,"1",0,10,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"16bada9c-e981-47a0-874f-069e872af5a5",2,4.75,25,"1",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"16c56b73-e021-4f16-97d8-8d1dc503cf07",2,3.25,24,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16cba64d-fd9c-48ae-bea3-e8205f9352e5",2,25.35,29,"1",0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1704cc40-0810-458a-adaa-16f2377246f1",3,11.5,20,"1",2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170bdca5-40af-4e95-8e93-df5ccdf5d912",2,13.75,28,"0",0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
"173364e7-6454-4589-9370-47535ff680a7",2,27,50,"1",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17ab5572-20e6-11e8-bc68-0a58ac130020",3,5.33333333333333,31,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"18267b55-bdcb-40be-8a98-9ef6b3ba500f",2,4.65,37,"1",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1857d60d-a8ac-4b7f-8342-b0f8db3bf928",2,14,32,"1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18d38f6a-4385-11e8-b29d-0a58ac130517",2,3.25,28,"0",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"18dd550d-19cd-11e8-a74c-0a58ac13001a",3,4.16666666666667,20,"1",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19059e52-0c77-4e94-b7df-17ccb5def593",2,7,15,"1",0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"190a3d2d-82c2-11e8-b085-0a58ac1303f0",2,10.6,24,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"1938bf82-2052-11e8-bc54-0a58ac130020",2,3.75,34,"0",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"19466c63-5667-429e-a898-38b250cae2b0",3,25.8333333333333,45,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1950ea93-4555-11e8-b070-0a58ac130519",2,10.5,44,"0",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
"19556c97-2674-11e8-aeaf-0a58ac130028",2,5.65,21,"0",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1962ff4f-4231-11e8-b23e-0a58ac130517",3,5.5,16,"1",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"196b6a25-09b6-45a0-8492-eef3fb4876a1",3,8.53333333333333,27,"0",0,2,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
"199865fd-16a8-455a-8c08-fb2c5f6cadb5",2,23.9,33,"0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1a4766f2-3412-11e8-8c1a-0a58ac130090",2,9.9,16,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a4a9b05-4234-11e8-b240-0a58ac130517",2,7.5,43,"1",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a954056-7c64-4222-8ba1-12888f101ef8",2,21,31,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1aa5921c-4c70-11e8-b739-0a58ac130522",3,41.7333333333333,26,"0",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1b4646a7-b421-4592-b964-a8ffdcd7c102",2,16,35,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1b5fdaa6-5165-43b5-8b61-ad4dc2b09460",2,14,15,"1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1ba1c0ed-bd33-41b8-8708-7c55f71cfe4d",3,25.1,27,"1",0,0,0,2,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"1baad591-1c4b-11e8-bb98-0a58ac130020",2,2.5,18,"0",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1c53ebe0-8710-401b-8962-98090d6d7730",3,5.83333333333333,33,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1c6e761e-7c0b-4239-a5da-59e5ef97750c",3,14.0333333333333,26,"1",2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1ca3b6f8-268d-11e8-aeb6-0a58ac130028",6,33.0333333333333,49,"1",8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
"1cc3104b-6206-11e8-aa9b-0a58ac13039c",2,16,38,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1e10bd50-85c6-11e8-920b-0a58ac13066c",2,3,36,"0",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1e248beb-6bc8-11e8-8e30-0a58ac1303bc",2,3.5,37,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"1e6d9a70-8d53-11e8-ba97-0a58ac1305b1",2,23,28,"1",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1ec18e18-b6af-493e-b13a-4686c03f1e27",5,16.86,48,"1",3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"1ed1902b-e03f-48f5-b3e6-b575552dbc0d",2,13,22,"1",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1ed74951-3e31-11e8-b5de-0a58ac130503",3,13.5,32,"1",2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"1ee88291-7d42-4f0e-99d0-1fa6edb1c962",7,5.32857142857143,29,"0",0,2,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0
"1ef1abd3-36e1-4e9a-9556-050beed47574",2,6.25,18,"1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1ef5a533-4f95-11e8-83a0-0a58ac130356",2,4,24,"1",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"1f38d4da-639b-11e8-8674-0a58ac1303b3",3,22.7666666666667,34,"1",0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,0,0,0,0
"1f5f9999-a4b3-4824-b8c6-f0b2d300e394",2,10.35,22,"1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f6d730a-5daa-11e8-8d98-0a58ac130586",2,15.5,57,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"1fb5cbf8-0b66-453d-8588-1201decc0b16",2,4,27,"1",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"206028ad-43fc-11e8-afd5-0a58ac130519",7,10.8071428571429,40,"1",6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"2062a5b0-1c74-11e8-bba3-0a58ac130020",2,3.25,30,"1",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208642ea-01df-11e8-9d02-0a58ac13023c",2,15.4,23,"1",0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0
"214d29b2-9310-11e8-8224-0a58ac1305b1",2,12.7,54,"1",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"219b10ef-2520-11e8-ae6c-0a58ac130028",2,10,30,"1",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21b0b515-df5b-403d-966f-51fe9827ebe0",2,18.2,26,"1",0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"21be5154-b1b8-43bb-99e2-5a0290803fa8",2,51.4,45,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2235dc5d-21f1-4310-ac37-bfe458d7cca7",3,15.8,24,"0",0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2247b98d-3245-478d-8a4d-8ae742756011",3,20.0666666666667,50,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227e1688-4aea-11e8-b62f-0a58ac130522",5,8.82,22,"1",0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"22c8b29d-9965-41d6-aa9c-5e54cfeab109",2,3,22,"0",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22cd1ae7-1379-405d-985e-8838a66c7493",2,10,19,"0",0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0
"23aae6ce-5050-11e8-83ba-0a58ac130356",2,5,25,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23ff1eeb-a0b5-4c9f-9242-b94174635a41",6,5.58333333333333,20,"0",1,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2412cbe5-b252-4830-876d-88e48624b194",4,5,24,"1",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"24460f44-7da5-4f57-9bfa-c38ba6ab5db6",4,3.875,19,"1",0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"244f081b-56db-482e-9cd7-e46ef2648485",3,42,36,"1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24791156-8fb3-11e8-bdcb-0a58ac1305b1",2,7.6,25,"0",0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2495b0c2-4ff6-493e-bc1f-c286ec218f56",2,2,41,"0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"24d13043-51d7-11e8-8fc8-0a58ac130532",7,6.85,18,"0",0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0
"252c0a81-2bd4-11e8-b925-0a58ac13002b",4,33.875,41,"1",6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"254e190c-a579-4c38-8adf-9ac9a13acbe8",2,5.85,32,"1",0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0
"2556e990-3dc8-4bed-8d67-b1563cf305af",2,4.2,16,"0",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255bc5b1-a7e5-4088-b93a-8c87a0bf2556",2,3.5,66,"0",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2581b4f6-2fba-4e79-9ee4-043d5da29ea8",3,8.6,30,"0",0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"25dcebb7-bca8-4fe1-86e1-2920afc6c675",2,2.75,30,"0",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26049cd7-413a-11e8-bd3a-0a58ac130510",6,14.2166666666667,20,"1",0,0,0,1,0,1,1,0,0,0,0,3,1,0,0,5,0,0,0,0
